OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
https://www.grants.gov/search-results-detail/356345,Biomedical Research Initiative for Next-Gen BioTechnologies - SynBio Control,NSF,posted,09/06/2024,12/04/2024
https://www.grants.gov/search-results-detail/356363,State-based Healthcare Extension Cooperatives to Accelerate Implementation of Actionable Knowledge into Practice (U19),HHS-AHRQ,posted,09/06/2024,01/07/2025
https://www.grants.gov/search-results-detail/356358,Community Food Projects Competitive Grant Program,USDA-NIFA,posted,09/06/2024,11/07/2024
https://www.grants.gov/search-results-detail/356362,Basic Research in Cancer Health Disparities (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,09/06/2024,11/16/2024
https://www.grants.gov/search-results-detail/356346,Ethical and Responsible Research,NSF,posted,09/06/2024,01/23/2025
https://www.grants.gov/search-results-detail/356343,Integrated HIV Programs for Tennessee Community-Based Organizations to Support Ending the HIV Epidemic in the United States,HHS-CDC-NCHHSTP,forecasted,09/05/2024,
https://www.grants.gov/search-results-detail/356361,Basic Research in Cancer Health Disparities (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/05/2024,11/05/2024
https://www.grants.gov/search-results-detail/356338,Discovery Research PreK-12 Program Resource Center on Transformative Education Research and Translation,NSF,posted,09/05/2024,02/28/2025
https://www.grants.gov/search-results-detail/356342,Mechanisms that Impact Cancer Risk after Bariatric Surgery (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,09/05/2024,01/07/2028
https://www.grants.gov/search-results-detail/356341,Mechanisms that Impact Cancer Risk after Bariatric Surgery (R01 Clinical Trial Optional),HHS-NIH11,posted,09/05/2024,01/07/2028
https://www.grants.gov/search-results-detail/356325,Invitation to Mission Industry Day - USAID/Eastern and Southern Caribbean,USAID-BAR,forecasted,09/04/2024,
https://www.grants.gov/search-results-detail/352707,Humanities Research Centers on Artificial Intelligence,NEH,posted,09/04/2024,12/11/2024
https://www.grants.gov/search-results-detail/356314,Specialty Crop Research Initiative,USDA-NIFA,posted,09/04/2024,11/08/2024
https://www.grants.gov/search-results-detail/356327,Small Surface Water and Groundwater Storage Projects (Small Storage Program),DOI-BOR,posted,09/04/2024,12/12/2024
https://www.grants.gov/search-results-detail/356337,F24AS00433 Central Africa Regional Program Bushmeat Notice of Funding Opportunity,DOI-FWS,posted,09/04/2024,11/18/2024
https://www.grants.gov/search-results-detail/355126,Digital Humanities Advancement Grants,NEH,posted,09/04/2024,01/09/2025
https://www.grants.gov/search-results-detail/356315,NIA Advanced Postdoctoral Career Transition Awards to Promote Diversity in Translational Research for AD/ADRD (K99/R00 Clinical Trial Not Allowed),HHS-NIH11,posted,09/04/2024,07/12/2027
https://www.grants.gov/search-results-detail/356295,RFI - Strengthening Global Protection Capacity Activity,USAID,forecasted,09/03/2024,
https://www.grants.gov/search-results-detail/356300,Better Work Global,DOL-ILAB,forecasted,09/03/2024,
https://www.grants.gov/search-results-detail/356301,FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (ASSESSMENT COALITION GRANTS),EPA,posted,09/03/2024,11/14/2024
https://www.grants.gov/search-results-detail/356304,FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (COMMUNITY-WIDE ASSESSMENT GRANTS FOR STATES AND TRIBES),EPA,posted,09/03/2024,11/14/2024
https://www.grants.gov/search-results-detail/356298,HEAL Initiative: Pain Research Enhancement Program (PREP) (R15 Clinical Trial Optional),HHS-NIH11,posted,09/03/2024,11/23/2026
https://www.grants.gov/search-results-detail/356306,FY25 GUIDELINES FOR BROWNFIELD CLEANUP GRANTS,EPA,posted,09/03/2024,11/14/2024
https://www.grants.gov/search-results-detail/356309,Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T32),HHS-NIH11,posted,09/03/2024,01/25/2027
https://www.grants.gov/search-results-detail/356303,FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (COMMUNITY-WIDE ASSESSMENT GRANTS),EPA,posted,09/03/2024,11/14/2024
https://www.grants.gov/search-results-detail/356305,FY25 GUIDELINES FOR BROWNFIELD REVOLVING LOAN FUND GRANTS,EPA,posted,09/03/2024,11/14/2024
https://www.grants.gov/search-results-detail/356310,Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T34),HHS-NIH11,posted,09/03/2024,01/25/2027
https://www.grants.gov/search-results-detail/356316,Clinical and Translational Science Award (UM1 Clinical Trial Optional),HHS-NIH11,posted,09/03/2024,09/28/2027
https://www.grants.gov/search-results-detail/355955,FY2024 Community Project Funding/Congressionally Directed Spending,DOL-ETA,posted,09/01/2024,01/31/2025
https://www.grants.gov/search-results-detail/356107,Grants for Adaptive Sports  Programs for Disabled Veterans  and Members of the Armed  Forces program,VA-NVSP,forecasted,08/30/2024,
https://www.grants.gov/search-results-detail/356106,Grants for Adaptive Sports Programs for Disabled Veterans and Disabled Members of the Armed Forces (Equine Assisted Therapy),VA-NVSP,forecasted,08/30/2024,
https://www.grants.gov/search-results-detail/353890,Effectiveness Research to Prevent Polysubstance-Impaired Driving,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/356254,"Office of Elementary and Secondary Education (OESE): Office of Migrant Education (OME): College Assistance Migrant Program (CAMP), Assistance Listing Numbers 84.149A",ED,posted,08/30/2024,11/13/2024
https://www.grants.gov/search-results-detail/353889,Grants to Support New Investigators in Conducting Research Related to Preventing Interpersonal Violence Impacting Children and Youth,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/356273,ROSES 2024: A.60 Earth Action: Ecological Conservation,NASA-HQ,posted,08/30/2024,03/14/2025
https://www.grants.gov/search-results-detail/353877,Research Grants to Rigorously Evaluate Innovative and Promising Strategies to Prevent Firearm-Related Violence and Injuries,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/356251,"Office of Elementary and Secondary Education (OESE): Office of Migrant Education (OME): High School Equivalency Program (HEP), Assistance Listing Numbers 84.141A",ED,posted,08/30/2024,11/13/2024
https://www.grants.gov/search-results-detail/353986,Formative Research of Community-led Primary Prevention Approaches to Address Elevated Risk of Intimate Partner Violence & Sexual Violence,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/354033,Rigorously Evaluating Primary Prevention Strategies for Intimate Partner Violence and Sexual Violence,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/353964,Rigorous Evaluation of Primary and Secondary Overdose Prevention Activities Among Populations Disproportionately Affected by Overdose,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024
https://www.grants.gov/search-results-detail/356259,Protecting and Improving Global Public Health: Strengthening and Sustaining Public Health Systems in Ghana,HHS-CDC-GHC,forecasted,08/29/2024,
https://www.grants.gov/search-results-detail/356261,Global Health Security Partnership Engagement: Continuing to Expand Efforts and Strategies to Protect and Improve Public Health in Cameroon,HHS-CDC-GHC,forecasted,08/29/2024,
https://www.grants.gov/search-results-detail/353987,Evaluate STEADI-based Fall Prevention in Assisted Living Facilities,HHS-CDC-HHSCDCERA,posted,08/29/2024,12/02/2024
https://www.grants.gov/search-results-detail/356266,Highlands Conservation Act - Pilot - Under-Resourced Communities Funding Round,DOI-FWS,posted,08/29/2024,12/31/2024
https://www.grants.gov/search-results-detail/356256,Advancing Informal STEM Learning,NSF,posted,08/29/2024,01/08/2025
https://www.grants.gov/search-results-detail/356269,F24AS00445 Highlands Conservation Act - Competitive Grant Round,DOI-FWS,posted,08/29/2024,12/31/2024
https://www.grants.gov/search-results-detail/353968,Environmental Health Specialists Network (EHS-Net) Practice-based Research to Improve Food Safety,HHS-CDC-HHSCDCERA,posted,08/29/2024,12/02/2024
https://www.grants.gov/search-results-detail/356268,F24AS00446 Highlands Conservation Act - Base Funding Round,DOI-FWS,posted,08/29/2024,12/31/2024
https://www.grants.gov/search-results-detail/356270,Funding Opportunity Title:Deployed Warfighter Protection (DWFP) Program for the Protection of Deployed Military Personnel from Threats Posed by Arthropod Disease Vectors,DOD,posted,08/29/2024,01/28/2025
https://www.grants.gov/search-results-detail/356267,Strategies for Eliminating HIV Proteins (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,08/29/2024,12/04/2024
https://www.grants.gov/search-results-detail/356265,Strategies for Eliminating HIV Proteins (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/29/2024,12/04/2024
https://www.grants.gov/search-results-detail/353876,Rigorous Evaluation of Community- and Societal-Level Primary Prevention Approaches to Prevent Adverse Childhood Experiences (ACEs): Expanding the Best Available Evidence,HHS-CDC-HHSCDCERA,posted,08/29/2024,12/02/2024
https://www.grants.gov/search-results-detail/353982,Rigorously Evaluating Programs and Policies to Prevent Child Sexual Abuse and Problematic Sexual Behavior among Youth,HHS-CDC-HHSCDCERA,posted,08/29/2024,12/02/2024
https://www.grants.gov/search-results-detail/356244,NSF Trailblazer Engineering Impact Award (Trailblazer),NSF,posted,08/28/2024,04/15/2025
https://www.grants.gov/search-results-detail/356250,NLM Information Resource Grants to Reduce Health Disparities and Promote Health Equity (G08 Clinical Trial Not Allowed),HHS-NIH11,posted,08/28/2024,05/25/2026
https://www.grants.gov/search-results-detail/353985,Research Grants for Preventing Violence and Violence Related Injury (R01),HHS-CDC-HHSCDCERA,posted,08/28/2024,12/02/2024
https://www.grants.gov/search-results-detail/356230,"Strengthening and Developing of Sustainable Global Public Health and Epidemiological Workforce Capacity through Collaboration, Program Development, and Implementation",HHS-CDC-GHC,forecasted,08/27/2024,
https://www.grants.gov/search-results-detail/356233,Low Carbon Transportation Materials Program,DOT-FHWA,posted,08/27/2024,11/25/2024
https://www.grants.gov/search-results-detail/356228,Quantum Leap Challenge Institutes,NSF,posted,08/27/2024,09/17/2025
https://www.grants.gov/search-results-detail/356241,The Impact of Stressors on the Biological Mechanisms of Aging and Other Aging-Associated Outcomes in Experimental Model Systems (R61/R33 Clinical Trial Not allowed),HHS-NIH11,posted,08/27/2024,11/07/2024
https://www.grants.gov/search-results-detail/356231,NOAA Great Lakes Fish Habitat Restoration Partnership Grants,DOC-DOCNOAAERA,posted,08/27/2024,
https://www.grants.gov/search-results-detail/356236,Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional),HHS-NIH11,posted,08/27/2024,01/07/2028
https://www.grants.gov/search-results-detail/356218,Tribal Management Grant Program,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356208,Promoting the Voices and Engagement of Persons with Lived Experience to Prevent Labor Exploitation,DOL-ILAB,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356203,Notice of Intent to Publish a Funding Opportunity Announcement for Computational Approaches to Curation at Scale for Biomedical Research Assets (R01 Clinical Trial Not Allowed),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356217,Tribal Management Grant Program,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356193,"Notice of Intent to Publish a Funding Opportunity Announcement for Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R21 Clinical Trial Optional)",HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356192,"Notice of Intent to Publish a Funding Opportunity Announcement for Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R01 Clinical Trial Optional)",HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356219,Community Health Aide Program: Tribal Assessment & Planning,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356205,Notice of Intent to Publish a Funding Opportunity Announcement for BRAIN Initiative Connectivity across Scales (BRAIN CONNECTS): Specialized Projects for Scalable Technologies (U01 Clinical Trial Not Allowed),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356220,Community Health Aide Program: Tribal Planning & Implementation,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356204,Notice of Intent to Publish a Funding Opportunity Announcement for Morris K. Udall Discovery Centers without Walls (DCWoW) for Parkinson's Disease Research (RM1 - Clinical Trial Optional),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356196,Notice of Intent to Publish a Funding Opportunity Announcement for Promoting Equity Through BRAIN Technology Partnerships (R34 - Clinical Trials Not Allowed),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356221,Tribal Self-Governance Negotiation Cooperative Agreement Program,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356222,Tribal Self-Governance Planning Cooperative Agreement Program,HHS-IHS,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356190,Notice of Intent to Publish a Funding Opportunity Announcement for Complement-ARIE New Approach Methodologies (NAMs) Technology Development Centers (UM1 Clinical Trial Optional),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356197,Notice of Intent to Publish a Funding Opportunity Announcement for Paul Calabresi Career Development Award for Clinical Oncology (K12 Clinical Trial Optional),HHS-NIH11,forecasted,08/26/2024,
https://www.grants.gov/search-results-detail/356215,Understanding the mechanisms underlying the age-related changes in gait biomechanics and the impact on the increased metabolic cost of walking (R01 Clinical Trial Optional),HHS-NIH11,posted,08/26/2024,11/07/2024
https://www.grants.gov/search-results-detail/356188,Rural Economic Development Loan and Grant,USDA-RBCS,posted,08/26/2024,06/30/2025
https://www.grants.gov/search-results-detail/356212,Research Resource for Human Organs and Tissues (U42 Clinical Trial Not Allowed),HHS-NIH11,posted,08/26/2024,09/25/2025
